Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,
Definition,0,file_id,serial_number,1,,time_created,1,,manufacturer,1,,product,1,,number,1,,unknown,1,,type,1,,
Data,0,file_id,serial_number,"3336813752",,time_created,"981086160",,manufacturer,"1",,garmin_product,"2158",,number,"26",,type,"32",,,,,
Definition,1,device_info,timestamp,1,,serial_number,1,,manufacturer,1,,product,1,,software_version,1,,,,,,,,
Data,1,device_info,timestamp,"981086160",s,serial_number,"3336813752",,manufacturer,"1",,garmin_product,"2158",,software_version,"9.8",,,,,,,,
Definition,2,software,version,1,,,,,,,,,,,,,,,,,,,,
Data,2,software,version,"3.0",,,,,,,,,,,,,,,,,,,,
Definition,3,monitoring_info,timestamp,1,,local_timestamp,1,,cycles_to_distance,2,,cycles_to_calories,2,,unknown,2,,resting_metabolic_rate,1,,activity_type,2,,unknown,1,,
Data,3,monitoring_info,timestamp,"981086160",s,local_timestamp,"981086160",s,cycles_to_distance,"1.7744|2.6616",m/cycle,cycles_to_calories,"0.0624|0.1968",kcal/cycle,unknown,"4708|4708",,resting_metabolic_rate,"2398",kcal / day,activity_type,"6|1",,,,,
Definition,4,monitoring,timestamp,1,,distance,1,,cycles,1,,active_time,1,,active_calories,1,,duration_min,1,,activity_type,1,,,,,
Data,4,monitoring,timestamp,"981086160",s,distance,"9.76",m,steps,"11",steps,active_time,"60.0",s,active_calories,"0",kcal,duration_min,"236",min,activity_type,"6",,,,,
Definition,5,monitoring,timestamp,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,5,monitoring,timestamp,"981086160",s,unknown,"0",,unknown,"0",,,,,,,,,,,,,,,,,
Definition,6,unknown,unknown,1,,unknown,1,,unknown,1,,,,,,,,,,,,,,,,,
Data,6,unknown,unknown,"981086160",,unknown,"59",,unknown,"54",,,,,,,,,,,,,,,,,
Definition,7,unknown,unknown,17,,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"252|48|122|58|1|0|56|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"252|48|122|58|0|0|102|111|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Data,7,unknown,unknown,"252|48|122|58|1|1|60|0|0|0|0|0|0|0|0|0|0",,,,,,,,,,,,,,,,,,,,,,,
Definition,0,monitoring,timestamp_16,1,,heart_rate,1,,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"13200",s,heart_rate,"55",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"14160",s,heart_rate,"55",bpm,,,,,,,,,,,,,,,,,,,
Definition,1,monitoring,timestamp,1,,current_activity_type_intensity,1,,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"981088800",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"981088860",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"15000",s,heart_rate,"56",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"15060",s,heart_rate,"55",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"981089100",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"981089160",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"16020",s,heart_rate,"55",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"16080",s,heart_rate,"56",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"16140",s,heart_rate,"55",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"981090420",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"981090480",s,current_activity_type_intensity,"136",,activity_type,"8",,intensity,"4.0",,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"16620",s,heart_rate,"56",bpm,,,,,,,,,,,,,,,,,,,
Data,0,monitoring,timestamp_16,"16680",s,heart_rate,"55",bpm,,,,,,,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"981091080",s,current_activity_type_intensity,"8",,activity_type,"8",,intensity,"0.0",,,,,,,,,,,,,,
Data,1,monitoring,timestamp,"981091140",s,current_activity_type_intensity,"104",,activity_type,"8",,intensity,"3.0",,,,,,,,,,,,,,
